,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
586,theartifox.com,subdomains,23.227.38.32,,42,1149516,704,578,0,3,652,579,36,67198,67154,1622,42,151,0,0,0,7811,3154,4043
587,robertgordonaustralia.com,subdomains,23.227.38.32,,37,1924653,355,300,0,0,272,241,39,2839,2801,252,26,249,0,12,0,0,3149,5493
588,unitexint.com,subdomains,23.227.38.32,,32,2886582,96,47,0,5,90,84,16,5955,5940,177,0,44,0,15,0,16,1749,1273
589,biglifejournal.com,subdomains,23.227.38.32,,53,465932,1038,838,1,14,922,766,215,58781,58710,3509,16,20218,0,36,3,823,24238,13569
590,gerberchildrenswear.com,subdomains,23.227.38.32,,45,953872,1087,789,0,0,736,628,129,11819,8753,2612,3054,506,0,10,0,0,53568,56875
591,hypop.com.au,subdomains,23.227.38.32,,27,4895529,222,144,0,0,231,221,59,4721,4641,555,76,904,2,0,0,0,13079,10553
592,mymobile-gear.com,subdomains,23.227.38.65,,14,12361226,51,29,0,0,51,49,9,1430,1421,44,8,4,0,1,0,0,107,9
593,kylieskin.com,subdomains,23.227.38.32,,46,862639,706,491,0,0,664,541,29,4827,4802,2451,23,1351,2,0,0,0,26900,36391
594,andieswim.com,subdomains,23.227.38.32,,46,847795,453,265,0,0,393,342,16,3055,2971,1711,84,876,0,0,0,0,6140,2952
595,hamama.com,subdomains,23.227.38.32,,34,2376846,236,181,0,1,214,199,52,4627,4549,122,76,47,0,0,0,2,1869,1667
596,instant-savings.com,subdomains,23.227.38.32,,2,44416391,8,1,0,0,9,8,0,17,15,14,2,1,0,0,0,0,8,2
597,jlabaudio.com,subdomains,23.227.38.32,,53,443701,1498,981,0,2,1488,1180,325,51120,50433,5063,684,1232,2,0,0,59,21479,77981
598,labucq.com,subdomains,23.227.38.32,,29,3898101,132,99,0,0,122,107,24,697,670,289,27,139,0,0,0,0,627,536
599,screenprinting.com,subdomains,23.227.38.32,,55,357648,880,577,0,5,748,649,247,464736,461569,451340,3149,1033,9,9,0,28,25809,47410
600,foriawellness.com,subdomains,23.227.38.32,,60,237870,1114,837,0,0,937,771,263,16049,15919,1129,68,10959,0,4,0,0,44140,90376
601,blackbeltbjj.store,subdomains,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
602,echt.com.au,subdomains,23.227.38.32,,23,6818216,132,56,0,0,136,127,11,1175,1165,711,9,408,1,0,0,0,9848,32648
603,scarlettandjo.com,subdomains,23.227.38.32,,21,7761444,317,267,0,3,309,267,121,44737,44723,4032,14,1444,0,0,0,28,3528,5523
604,eluxury.com,subdomains,23.227.38.32,,59,270387,4170,3566,0,13,2076,1721,127,251778,251428,16859,261,8025,9,0,0,61,14383,5873
605,hologram3d.es,subdomains,,,,,1,0,0,0,1,1,0,5,5,5,0,0,0,0,0,0,121,38
606,lttstore.com,subdomains,23.227.38.65,,10,15983159,372,96,0,0,386,324,2,395874,395867,9276,7,0,0,0,0,0,2372,16177
607,starlitevillage.com,subdomains,23.227.38.32,,0,95568538,47,16,0,0,52,52,6,169,169,110,0,0,0,0,0,0,982,1027
608,pastelsandpop.com,subdomains,23.227.38.32,,5,26419699,54,36,0,0,48,47,6,226,222,55,3,18,0,0,0,0,1020,709
609,bldwn.co,subdomains,23.227.38.32,,43,1052193,545,419,0,2,467,400,10,5530,3372,624,2158,222,0,0,0,6,6092,3251
610,coinmine.com,subdomains,23.227.38.32,,48,772460,747,564,0,0,785,659,80,5999,5989,2380,10,65,0,0,0,0,2648,3808
611,usegreenco.com.br,subdomains,23.227.38.32,,0,74720396,17,2,0,0,17,16,10,46,46,44,0,1,0,0,0,0,1234,740
612,snobahn.com,subdomains,23.227.38.32,,16,10786596,107,69,0,0,107,105,17,318,318,147,0,24,0,0,0,0,1396,467
613,windsorstore.com,subdomains,23.227.38.32,,66,139397,3831,3234,0,3,2134,1470,172,150444,150059,52911,375,57090,2,3,0,11,368409,604327
614,alicemccall.com.au,subdomains,23.227.38.32,,35,2291055,155,115,0,0,172,150,20,2154,2140,170,1,46,0,13,0,0,5933,13649
615,breyerhorses.com,subdomains,23.227.38.32,,56,335735,1418,1113,0,3,1068,912,118,135406,130100,4823,5291,5783,2,3,0,12,16491,34565
616,kewlioo.com,subdomains,23.227.38.32,,33,2810796,137,109,0,0,144,131,43,1238,1233,165,5,16,0,0,0,0,3899,2264
617,whyte.bike,subdomains,23.227.38.32,,48,750572,541,393,0,0,590,521,46,16820,16575,4105,243,1406,0,0,0,0,7133,26070
618,oofos.co.uk,subdomains,23.227.38.32,,30,3484730,109,85,0,0,103,98,43,2239,2236,127,3,1384,0,0,0,0,599,1463
619,pyrodrone.com,subdomains,23.227.38.32,,42,1211307,261,153,0,0,257,237,89,26877,6501,730,20374,390,0,1,0,0,9242,9849
620,finisterre.com,subdomains,23.227.38.32,,62,189120,1529,1307,0,5,1175,959,158,39863,38984,3198,871,1703,0,4,0,47,14041,19102
621,footmk.com,subdomains,23.227.38.32,,,,1,0,0,0,1,1,0,2,2,2,0,0,0,0,0,0,83,2
622,ekster.com,subdomains,23.227.38.32,,43,1076942,660,492,0,4,659,571,14,71169,71098,911,69,16835,0,0,0,181,6639,9551
623,infograpia.com,subdomains,23.227.38.65,,16,10459040,40,21,0,0,39,39,15,252,249,191,3,49,0,0,0,0,1597,517
624,kono.store,subdomains,23.227.38.32,,41,1223035,613,398,0,0,616,523,103,7641,7597,1736,42,2505,2,0,0,0,9574,22239
625,drdabber.com,subdomains,23.227.38.32,,49,706626,587,397,0,0,564,471,59,13486,13320,1464,157,9783,2,7,0,0,15106,31479
626,aninebing.com,subdomains,23.227.38.32,,58,274570,1966,1660,0,0,1507,1185,22,103987,90322,6572,13597,6922,0,1,0,0,7533,20987
627,baggu.com,subdomains,23.227.38.32,,69,102891,2474,2173,2,3,1604,1293,23,12966,12834,2364,88,890,0,41,46,4,9060,60588
628,gorjana.com,subdomains,23.227.38.32,,57,320719,1487,1257,0,2,921,748,23,17765,17614,4240,89,3864,0,62,0,5,15317,8841
629,knix.com,subdomains,23.227.38.32,,55,384485,1398,1119,0,3,1217,948,115,46647,46328,3156,319,940,0,0,0,4,15045,21606
630,loveshackfancy.com,subdomains,23.227.38.32,,41,1303907,553,409,0,0,493,421,75,18592,17926,3189,30,4481,0,0,0,0,4875,6085
631,poshpeanut.com,subdomains,23.227.38.32,,30,3421385,358,199,0,1,290,224,55,2161,2076,1129,38,55,2,45,0,1,18347,12189
632,reddevilclothing.com,subdomains,23.227.38.32,,0,61109205,25,8,0,0,27,27,9,83,83,61,0,0,0,0,0,0,2072,1754
633,tecovas.com,subdomains,23.227.38.32,,47,821334,686,358,0,0,588,492,17,10389,10285,3843,100,6187,0,0,0,0,27301,11303
634,vessifootwear.com,subdomains,23.227.38.32,,47,813546,552,457,0,0,455,387,22,2456,2404,675,52,113,0,0,0,0,5279,11827
635,riotdivision.tech,subdomains,23.227.38.32,,14,11997527,121,68,0,1,117,112,21,549,545,281,4,10,0,0,0,1,1126,882
636,loveamika.com,subdomains,23.227.38.32,,63,173650,1656,1408,0,5,1171,954,109,61524,61472,1542,47,2882,0,1,0,43,13687,23279
637,kuchentratsch.com,subdomains,23.227.38.32,,47,784953,333,292,0,1,318,272,51,1714,1705,150,9,108,0,0,0,2,3316,7931
638,highentity.com,subdomains,23.227.38.32,,12,14175324,12,4,0,0,12,12,3,490,489,16,1,1,0,0,0,0,195,95
639,seasonflory.com,subdomains,45.33.39.188,,,,2,0,0,0,2,2,3,4,4,4,0,0,0,0,0,0,37,0
640,deathwishcoffee.com,subdomains,23.227.38.32,,70,86380,2420,1823,1,11,2112,1710,659,43467,43229,2637,214,10671,0,7,4,48,47145,125057
641,greenbelly.co,subdomains,23.227.38.32,,46,892238,543,341,0,0,519,424,324,7717,7695,732,21,2831,1,0,0,0,81419,153770
642,polarprofilters.com,subdomains,23.227.38.32,,66,137827,1337,985,0,1,1249,1074,72,19250,19007,5350,139,2246,0,1,0,2,36036,32254
643,zinnga.com,subdomains,23.227.38.32,,7,22282479,587,254,0,2,551,474,14,66495,66119,7055,365,93,0,0,0,48,6985,2764
644,shapingnewtomorrow.dk,subdomains,23.227.38.32,,36,2007335,120,94,0,1,93,79,30,12479,12470,97,9,702,0,0,0,4,1499,13105
645,3dwallpanels.co.uk,subdomains,23.227.38.32,,0,59221452,39,19,0,0,43,40,4,425,425,96,0,264,0,0,0,0,327,126
646,ohlyp.xyz,subdomains,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,rosenmart.com,subdomains,,,0,96659106,9,6,0,0,13,12,0,90,53,3,37,0,0,0,0,0,157,15
648,snowjoe.com,subdomains,23.227.38.32,,45,934842,649,380,2,2,647,559,50,9107,9063,3040,42,833,0,0,14,7,17144,35800
649,heatonist.com,subdomains,23.227.38.32,,51,562859,874,507,0,0,855,672,11,12370,12160,7461,210,302,0,0,0,0,14281,121579
650,jarvisen.com,subdomains,23.227.38.32,,2,39476561,21,10,0,0,18,18,11,68,68,40,0,0,0,0,0,0,43,0
651,qualitywoods.com,subdomains,23.227.38.32,,0,61437025,86,20,0,0,93,90,14,434,405,284,29,22,0,0,0,0,3300,836
652,lovevery.com,subdomains,23.227.38.32,,46,846867,432,350,0,1,394,346,32,1694,1634,412,58,61,0,0,0,1,12775,2907
653,sensibo.com,subdomains,23.227.38.32,,55,369864,690,512,1,50,687,619,29,11574,11542,1017,27,116,0,1,14,81,5175,7166
654,shoppingnetwork.com,subdomains,23.227.38.32,,4,31185033,128,53,0,0,134,124,9,9125,8591,158,527,26,0,7,0,0,5284,1826
655,varley.com,subdomains,23.227.38.32,,44,1022744,452,382,0,0,375,312,9,3758,3025,600,731,191,0,2,0,0,3283,4256
656,comme-avant.bio,subdomains,23.227.38.32,,41,1308375,334,296,0,0,245,179,15,43975,43971,244,4,180,0,0,0,0,5161,20379
657,leslainesbiscotte.com,subdomains,23.227.38.65,,29,3974878,310,276,0,1,278,246,73,46905,46546,87,357,144,0,0,0,30,8076,13529
658,soelegance.com,subdomains,23.227.38.32,,8,19303008,9,3,0,0,8,8,3,14,14,10,0,2,0,0,0,0,24,80
659,vagabonesshop.com,subdomains,23.227.38.65,,1,52461524,5,2,0,0,5,5,4,10,10,6,0,0,0,0,0,0,400,10
660,we-rent-motorcycles.com,subdomains,23.227.38.32,,8,18664593,103,44,0,0,86,83,99,442644,442591,441668,2,440595,3,48,0,0,3150,1741
661,livingwellshop.co,subdomains,23.227.38.32,,43,1053999,448,317,0,0,373,304,13,32577,25283,7017,7289,19082,0,4,0,0,466,2126
662,aquatrendsstore.com,subdomains,23.227.38.32,,0,151588519,4,2,0,0,5,5,8,7,7,5,0,0,0,0,0,0,19,7
663,ucon-acrobatics.com,subdomains,23.227.38.32,,49,717104,474,405,0,1,444,374,32,15848,15673,2186,174,447,0,1,0,6,3016,6590
664,zapcreatives.com,subdomains,23.227.38.65,,26,5435213,166,94,0,0,160,148,18,4560,719,222,3841,61,0,0,0,0,7367,15269
665,gigipip.com,subdomains,23.227.38.32,,44,1027325,479,399,0,0,316,261,64,212510,212503,3606,7,203621,0,0,0,0,7647,3724
666,l-r-g.com,subdomains,23.227.38.32,,51,583765,1645,1386,0,1,1089,968,17,180386,164597,2574,15781,28566,4,0,0,2,10811,20875
667,manyhappydays.co,subdomains,,,3,33136185,2,1,0,0,2,2,0,2,2,1,0,0,0,0,0,0,0,0
668,cbsstore.com,subdomains,23.227.38.32,,48,746849,1091,767,0,1,986,853,15,2536216,2535833,1875833,382,1832,1,0,0,4,29802,35039
669,couturecandy.com,subdomains,23.227.38.32,,53,446519,3171,2623,0,7,1573,1284,42,112733,112562,51750,94,7691,5,2,0,20,104842,221889
670,madeincookware.com,subdomains,23.227.38.32,,48,737289,557,393,0,0,560,473,266,3853,3838,1154,15,850,0,0,0,0,26836,34374
671,sleepgram.com,subdomains,23.227.38.32,,7,20800188,138,27,0,0,134,127,19,411,396,353,15,41,0,0,0,0,461,1650
672,stasherbag.com,subdomains,23.227.38.32,,60,241024,1344,1147,2,1,925,766,373,10362,10280,1367,25,362,1,0,799,2,9728,12647
673,sungenomics.com,subdomains,23.227.38.32,,17,9874258,104,56,0,0,103,99,39,260,247,117,10,7,0,3,0,0,376,249
674,theyetee.com,subdomains,23.227.38.65,,58,281542,1679,1232,0,3,1603,1316,61,113420,111956,7229,1405,31309,0,25,0,51,26436,86188
675,thinktankphoto.com,subdomains,23.227.38.32,,73,42925,4449,3744,0,7,3477,2686,174,637619,636929,29273,518,242781,46,67,0,293,23422,34031
676,puffco.com,subdomains,23.227.38.32,,48,758161,665,534,0,2,605,520,43,75163,75145,734,3,215,0,15,0,4174,5377,35952
677,bestself.co,subdomains,23.227.38.32,,70,98164,1623,1399,0,2,1380,1092,229,251074,250712,2605,217,194405,6,3,0,37,7728,23013
678,taotronics.com,subdomains,23.227.38.32,,52,511442,1566,965,3,12,1475,950,89,32211,32193,6263,18,1247,0,0,8,820,25505,48990
679,sokoglam.com,subdomains,23.227.38.32,,69,105015,3008,2439,0,5,2313,1727,306,44145,43458,7854,480,1668,0,0,0,52,87846,370483
680,zippo.com,subdomains,23.227.38.32,,71,67218,4427,3479,3,23,3581,2913,114,166200,165935,21614,142,24311,114,6,9,85,50835,200237
681,ignitecbd.co,subdomains,23.227.38.32,,38,1653200,420,190,0,0,409,348,55,3660,3568,1091,92,481,0,0,0,0,5788,11489
682,berkeyfilters.com,subdomains,23.227.38.32,,64,164321,1966,1561,4,12,1488,1146,153,113320,113068,9286,235,91881,4,11,32,60,4843,29969
683,flagandanthem.com,subdomains,23.227.38.32,,25,5802492,223,145,0,0,253,216,85,20792,20785,1138,7,64,0,0,0,0,4496,4656
684,metziahsdirect.com,subdomains,23.227.38.32,,10,16438543,26,10,0,0,27,27,5,14582,14582,88,0,138,0,0,0,0,106,95
685,rosewoman.com,subdomains,23.227.38.32,,28,4432426,80,64,0,0,78,72,143,868,855,66,2,72,0,11,0,0,859,128
686,ausdom.com,subdomains,23.227.38.64,,32,3079362,216,127,0,0,202,185,25,1453,1447,492,4,72,2,0,0,0,1756,3366
687,themanechoice.com,subdomains,23.227.38.32,,42,1208092,648,509,0,0,549,432,30,3492,3454,505,28,398,0,10,0,0,15710,22672
688,billyj.com.au,subdomains,23.227.38.32,,29,3916872,374,303,0,2,344,312,53,47444,47438,238,6,95,0,0,0,39,26367,53926
689,mobexpert.ro,subdomains,23.227.38.32,,47,822435,647,473,0,5,611,498,34,117118,117074,2302,19,31935,3,0,0,14,25436,173823
690,crowdmade.com,subdomains,23.227.38.32,,63,177315,1244,620,0,1,1246,876,16,58967,58835,45119,96,150,0,21,0,4,15220,33447
691,jadedldn.com,subdomains,23.227.38.65,,39,1485129,374,292,0,0,341,293,14,3839,3822,860,15,352,0,0,0,0,16465,16570
692,tommyjohn.com,subdomains,23.227.38.32,,60,241273,1859,1426,0,2,1492,1153,86,23518,22867,7547,648,6407,0,1,0,4,40404,66388
693,makeupgeek.com,subdomains,23.227.38.32,,66,131507,5880,4991,0,6,2743,2038,61,272898,267968,46161,2061,34561,9,0,0,14,52156,122352
694,thecubicle.com,subdomains,23.227.38.32,,49,715888,477,230,0,5,468,408,24,20632,10139,4095,10491,1665,0,0,0,34,21102,55626
695,impressionsvanity.com,subdomains,23.227.38.32,,32,2962471,592,286,0,2,582,467,44,10469,10332,3728,135,2669,2,0,0,13,18135,36815
696,kennyflowers.co,subdomains,23.227.38.32,,25,5963957,81,50,0,0,82,79,22,344,340,102,3,44,0,1,0,0,3708,873
697,ameswalker.com,subdomains,23.227.38.32,,36,2016347,518,308,1,2,491,417,138,13735,13636,9956,82,3206,2,2,6,8,16805,16306
698,flexposture.com,subdomains,23.227.38.32,,6,24070769,40,10,0,0,34,30,2,177,123,78,0,15,0,54,0,0,24,364
699,katzglutenfree.com,subdomains,23.227.38.32,,37,1881906,611,349,0,2,432,362,16,257013,256970,3029,40,50509,0,0,0,23,4402,5977
700,lablancaswim.com,subdomains,23.227.38.32,,29,3907490,173,119,0,0,188,174,20,3390,3145,1314,239,499,0,6,0,0,12515,9025
701,ledbury.com,subdomains,23.227.38.32,,46,893329,686,498,0,1,577,503,1006,24445,23022,3964,1188,5787,0,0,0,1,10262,11697
702,ranchogordo.com,subdomains,23.227.38.32,,60,231929,1970,1766,1,4,1144,955,228,37152,37128,2687,17,761,0,0,338,28,15997,20109
703,stio.com,subdomains,23.227.38.32,,54,393264,750,596,0,0,681,591,126,119049,118871,2538,172,94234,2,0,0,0,22939,11236
704,teddyfresh.com,subdomains,23.227.38.32,,15,11379731,305,101,0,0,309,273,5,2977,2969,2042,8,6,0,0,0,0,33350,117383
705,bando.com,subdomains,23.227.38.32,,74,38431,8451,7573,1,6,4048,2890,131,146859,144509,16674,2321,8041,4,0,1,21,35692,69148
706,chilledcow-merch.com,subdomains,23.227.38.65,,2,42514805,235,58,0,0,233,211,5,1294,1290,978,4,21,0,0,0,0,1188,4705
707,riotsquadeliquid.com,subdomains,23.227.38.32,,21,7702203,51,34,0,0,51,51,17,427,427,138,0,23,0,0,0,0,321,869
708,cutterandsquidge.com,subdomains,23.227.38.32,,46,866970,579,478,0,1,509,407,20,2942,2932,841,10,72,0,0,0,2,6506,7373
709,cupidrop.com,subdomains,23.227.38.32,,19,8340861,295,251,0,1,287,236,16,34309,34293,339,16,1225,0,0,0,27,1194,1055
710,swiftwick.com,subdomains,23.227.38.32,,55,392362,1091,928,2,2,808,686,20,144046,143956,9548,82,120791,6,0,6,6,6194,4141
711,treatadog.com,subdomains,23.227.38.32,,22,7254443,378,267,0,2,375,342,4,38095,37807,811,286,394,2,0,0,832,289,274
712,jungalow.com,subdomains,23.227.38.32,,71,67676,3931,3494,0,3,2388,1737,8993,126649,118224,3317,8287,4617,1,13,0,19,9796,6728
713,michaelwinslow.org,subdomains,,,4,29922802,225,217,0,1,220,200,0,63522,63516,10,6,1,0,0,0,10,81,15
714,detoxpolska.pl,subdomains,23.227.38.65,,,,2,0,0,0,2,2,10,3,3,3,0,0,0,0,0,0,247,85
715,hasbropulse.com,subdomains,23.227.38.32,,60,238308,3300,2630,0,2,2285,1751,15,78790,63290,14667,15493,3037,0,0,0,6,82420,90598
716,hismileteeth.com,subdomains,23.227.38.32,,47,809112,553,326,0,0,551,461,42,3830,3742,1330,85,150,0,2,0,0,10871,76310
717,shopolis.com,subdomains,,,20,8265244,58,14,0,0,42,38,3,214,204,155,0,20,0,10,0,0,71,26
718,navygadgets.com,subdomains,23.227.38.32,,0,86818360,42,7,0,0,33,33,14,432,432,85,0,0,0,0,0,0,331,571
719,aceandeverett.com,subdomains,23.227.38.32,,33,2657895,111,79,0,0,112,103,74,649,647,298,2,44,0,0,0,0,98,269
720,free-spirit-shop.com,subdomains,23.227.38.65,,6,24828560,86,18,0,0,101,80,9,3756,2416,1370,1334,41,0,0,0,0,4669,1824
721,socksaddict.com,subdomains,23.227.38.32,,36,2045326,488,328,0,2,469,394,25,42484,42240,1712,244,132,0,0,0,39,13187,16103
722,bunaai.com,subdomains,23.227.38.32,,15,11365407,79,32,0,0,78,76,11,555,550,412,5,11,0,0,0,0,10388,10931
723,highlinewellness.com,subdomains,23.227.38.32,,25,5595674,225,108,0,0,248,227,44,909,892,265,17,28,0,0,0,0,2238,1178
724,limelight.pk,subdomains,23.227.38.32,,14,11974273,295,226,0,1,285,252,15,41113,41101,330,12,20,0,0,0,29,12318,45953
725,wearlively.com,subdomains,23.227.38.32,,57,321475,1219,933,0,0,1047,824,113,12766,12386,5736,380,3557,0,0,0,0,23368,76073
726,warmlydecor.com,subdomains,23.227.38.32,,15,11205065,133,65,0,0,133,112,4,977,973,417,0,57,0,0,0,0,9693,5670
727,lspace.com,subdomains,23.227.38.32,,51,593602,982,762,0,0,754,648,217,20633,20496,4609,135,5430,2,0,0,0,17176,45708
728,tannergoods.com,subdomains,23.227.38.32,,60,227500,1592,1353,0,1,1167,996,94,43502,42820,9598,657,5031,0,25,0,3,7658,14479
729,bigbarker.com,subdomains,23.227.38.32,,34,2565837,298,139,0,0,289,248,261,2222,2163,890,53,749,0,6,0,0,5922,5378
730,yogaoutlet.com,subdomains,23.227.38.32,,69,101755,2250,1802,1,4,1808,1341,94,56325,55931,6657,379,23217,13,0,4,8,64069,168295
731,mikucare.com,subdomains,23.227.38.32,,28,4073656,160,123,0,0,161,149,17,578,571,119,7,43,0,0,0,0,1838,1667
732,earthled.com,subdomains,,,49,718631,1118,611,0,4,1139,840,99,13946,13855,3793,82,285,0,0,0,24,45162,71587
733,hamee-india.com,subdomains,23.227.38.65,,19,8719516,320,171,0,0,325,291,10,7707,7670,2935,16,1944,1,0,0,0,8145,10637
734,orchardcorset.com,subdomains,23.227.38.32,,40,1326827,613,405,0,0,490,427,43,40396,40301,3803,86,9229,3,0,0,0,22399,76841
735,clubrideapparel.com,subdomains,23.227.38.32,,42,1207818,555,467,0,2,558,480,122,53966,53949,4706,17,759,0,0,0,5956,7346,4269
736,districtf5ve.com,subdomains,23.227.38.32,,23,6619602,243,206,0,1,239,213,124,41053,41050,199,3,3,0,0,0,9,1970,2524
737,girlfriend.com,subdomains,23.227.38.32,,63,176212,1494,1289,0,4,1024,828,91,10815,10744,3013,63,1123,3,5,0,10,3883,10392
738,nrsworld.com,subdomains,23.227.38.32,,51,586584,1201,967,0,0,760,576,39,34219,34158,4239,58,18614,2,1,0,0,43380,36876
739,pawz.com,subdomains,23.227.38.32,,26,5203005,189,66,0,1,170,157,11,2217,1995,363,222,266,0,0,0,1,3821,12667
740,puffingbird.com,subdomains,23.227.38.32,,34,2479768,973,428,2,18,454,421,15,18252,18241,1098,11,268,0,0,17,114,20256,44626
741,twistonline.com,subdomains,23.227.38.32,,54,427898,866,727,0,1,550,476,21,75927,75898,4668,9,55026,0,16,0,14,9047,6300
742,zokuhome.com,subdomains,23.227.38.32,,65,153217,1759,1457,0,1,1127,908,11,13324,13313,2054,9,439,0,2,0,2,4817,6503
743,pagefly.io,subdomains,23.227.38.32,,67,126799,829,728,0,0,539,296,1060,59583,59066,424,498,8358,0,0,0,0,5490,2618
744,wishop.club,subdomains,23.227.38.32,,4,30241743,16,4,0,0,17,17,10,293,293,41,0,0,0,0,0,0,679,467
745,wit-fitness.com,subdomains,23.227.38.65,,28,4098929,128,72,0,0,157,139,19,3774,3770,3013,4,3348,0,0,0,0,9653,3855
746,perfectproco.com,subdomains,23.227.38.32,,30,3396133,24,21,0,0,5,4,6,71,71,5,0,8,0,0,0,0,245,31
747,tmyers.com,subdomains,23.227.38.32,,32,2959557,190,137,1,1,190,178,11,10385,10377,397,8,462,0,0,1,8,1974,635
748,mctavish.com.au,subdomains,23.227.38.32,,43,1114953,307,265,0,0,250,225,29,24466,24397,340,67,4452,2,0,0,0,3350,3900
749,aerosoles.com,subdomains,23.227.38.32,,53,462374,2214,1699,0,1,1619,1353,16,52684,52340,21712,298,9293,5,4,0,2,24875,43965
750,amoretti.com,subdomains,23.227.38.32,,36,1977503,484,339,0,1,410,362,32,15568,13635,11013,1931,484,2,0,0,1,18181,6539
751,bigblanket.com,subdomains,23.227.38.32,,28,4348476,122,85,0,0,108,97,8,465,437,110,28,30,0,0,0,0,605,881
752,cocokind.com,subdomains,23.227.38.32,,51,553009,809,663,0,0,557,451,102,6570,6482,1056,32,235,0,48,0,0,13697,19844
753,craftshack.com,subdomains,23.227.38.32,,46,842768,515,253,0,2,536,444,43,3046,3001,1049,45,346,0,0,0,13,50651,41021
754,drinkhint.com,subdomains,23.227.38.32,,67,121758,2393,1899,2,8,1828,1441,45,337641,337295,3043,207,291246,27,0,4,15,8447,13359
755,drinkhydrant.com,subdomains,23.227.38.32,,37,1909405,169,99,0,8,172,159,263,974,970,548,4,340,0,0,0,29,5784,2423
756,fawnshoppe.com,subdomains,23.227.38.32,,39,1450957,445,357,0,0,319,275,11,11423,11300,486,123,270,0,0,0,0,4270,4421
757,gonimble.com,subdomains,23.227.38.32,,37,1822566,352,243,0,0,324,288,21,2628,2626,738,2,98,0,0,0,0,3774,190
758,homage.com,subdomains,23.227.38.32,,59,257215,1321,1022,0,7,1006,858,24,58096,57793,7462,303,9503,0,0,0,19,90877,40320
759,lightningvapes.com,subdomains,23.227.38.32,,22,7344346,142,46,0,0,163,140,14,2511,2458,2059,53,59,0,0,0,0,6193,14140
760,lk-case.com,subdomains,23.227.38.32,,0,145010038,34,2,0,0,24,22,9,97,97,94,0,9,0,0,0,0,6486,15456
761,meshika.com,subdomains,23.227.38.32,,12,13909258,15,12,0,0,14,14,15,44,44,5,0,0,0,0,0,0,226,90
762,owletcare.com,subdomains,23.227.38.32,,71,79689,2596,2072,0,13,2258,1782,595,16965,16297,4470,646,1871,0,0,0,55,32710,22787
763,shopzerouv.com,subdomains,23.227.38.65,,54,400454,2012,1723,0,0,1023,836,105,97459,97235,21838,206,12737,0,18,0,0,23794,33305
764,soludos.com,subdomains,23.227.38.32,,62,193839,1853,1624,0,0,1271,1029,20,23679,22691,5019,383,5206,0,405,0,0,11439,40474
765,supplementwarehouse.com,subdomains,23.227.38.32,,37,1805558,572,294,0,1,540,463,51,7590,7556,3805,32,977,2,0,0,4,22081,45112
766,tateandyoko.com,subdomains,23.227.38.32,,39,1470873,447,307,0,0,429,378,16,10995,10952,2598,43,550,0,0,0,0,12156,21303
767,tkees.com,subdomains,23.227.38.32,,40,1391333,528,418,0,1,418,366,81,3476,3436,960,40,654,0,0,0,2,3324,7269
768,wigs.com,subdomains,23.227.38.32,,67,123738,1847,1287,0,16,1383,1101,58,111783,109921,21159,527,4699,3,57,0,90,53929,116441
769,shopblends.com,subdomains,23.227.38.32,,34,2527435,230,96,0,0,264,198,31,3101,2990,1399,111,1014,0,0,0,0,1959,3991
770,lova.ro,subdomains,23.227.38.32,,,,2,0,0,0,2,2,0,20,20,20,0,0,0,0,0,0,107,96
771,kookai.com.au,subdomains,23.227.38.32,,49,701856,1366,1148,1,1,938,791,34,23107,22719,10267,388,1116,0,0,4,19,49178,144858
772,manningcartell.com.au,subdomains,23.227.38.32,,42,1213100,483,420,1,0,397,324,6,6408,6393,1542,15,339,0,0,6,0,3577,3805
773,oliveandpiper.com,subdomains,23.227.38.32,,43,1108699,675,516,0,0,461,383,221,11249,11193,4210,56,3417,0,0,0,0,4433,6144
774,organicbabyshop.com,subdomains,23.227.38.32,,16,10787498,55,18,0,0,56,50,3,212,211,135,0,1,0,0,0,0,1022,706
775,ringconcierge.com,subdomains,23.227.38.32,,26,5465998,164,97,0,0,166,152,57,1276,1271,735,5,24,0,0,0,0,14566,12385
776,sentaifilmworks.com,subdomains,23.227.38.32,,45,969248,1050,728,0,2,1095,854,103,50867,50784,14581,83,3532,0,0,0,55,48394,52065
777,urotuning.com,subdomains,23.227.38.32,,37,1754333,708,281,0,0,720,492,131,561048,560798,3697,250,471813,0,0,0,0,42673,29252
778,suprafootwear.com,subdomains,23.227.38.32,,63,179958,2954,2526,1,3,1831,1533,42,376527,376438,5895,76,7794,0,6,6,8,40063,75326
779,beawara.com,subdomains,23.227.38.32,,18,8949710,253,202,0,2,244,227,14,34190,34180,196,10,18,0,0,0,5202,7656,10566
780,asrv.co,subdomains,23.227.38.32,,30,3401685,200,82,0,0,174,164,11,1574,1405,1149,169,73,0,0,0,0,3583,17354
781,youfoodz.com,subdomains,23.227.38.32,,47,793620,437,283,5,1,400,344,19,13484,13294,535,190,10014,0,0,19,1,14728,98649
782,vrsdesign.com,subdomains,23.227.38.32,,36,2100620,541,368,0,2,523,467,37,44693,43410,2004,30,367,0,6,0,6,8663,7186
783,caseisee.com,subdomains,,,,,1,0,0,0,1,1,9,1,0,0,0,0,0,1,0,0,26,1
