IP Range,23.227.38.0 - 23.227.38.255,,https://myip.ms/browse/sites/1/ipID/23.227.38.0/ipIDii/23.227.38.255/sort/6/asc/1#top,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Domain Info,,,,,,,,,,,,,,,,,SEO,,,,,,
No,Web Site,Website IP Address,Web Hosting Company / IP Owner,Web Hosting / Server IP Location,Web Hosting City,World Site Popular Rating,World Site Popular Rating (MyIP),Alexa Global Ranking,TLD,Company Name (Clearbit),Description (Clearbit),Selling?,Country (Clearbit),Category,SIC (Standard Industrial Classification),NAICs,Estimated Revenue (Clearbit),Reported Revenue (Clearbit),Brand Search Volume (Keywords Everywhere),Referring Domains (Ahrefs),Backlinks (Ahrefs),Keywords (Ahrefs),Traffic (Ahrefs)
761,meshika.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 103,957","103,957",1828498,com,,"Hand crafted custom and ready-to-wear hats designed by master hatter Alberto Hernandez. Meshika is a fine hat shop located in Los Angeles, CA.",,US,,,,,,,15,44,226,90
762,owletcare.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 103,984","103,984",129312,com,Owlet,"Having a baby is an exciting time but can also bring its own fears for first-time parents. Because of that, Owlet has created a baby heart rate and oxygen monitor to help give parents some peace of mind. Want to know more? Visit us today and learn more...",,US,Consumer Discretionary,"Search, Detection, Navigation, Guidance, Aeronautical Sys",Manufacturing,$10M-$50M,,,2596,16965,32710,22787
763,shopzerouv.com,23.227.38.65,"Shopify, Inc",Canada,Ottawa,"# 104,017","104,017",92056,com,zeroUV,"Founded in 2001 by eyewear enthusiasts, zeroUV has become a prodigiously cultivated eyewear boutique for the fashion savvy individual.",,US,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$1M-$10M,,,2012,97459,23794,33305
764,soludos.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 104,020","104,020",126721,com,Soludos,Thoughtfully crafted espadrilles and accessories that move you through the world with style and ease. Throw out the to-do list and let inspiration lead the way.,,US,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$1M-$10M,,,1853,23679,11439,40474
765,supplementwarehouse.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 104,026","104,026",255313,com,SupplementWarehouse.com,The biggest name in bodybuilding supplements. Supplement Warehouse is back. Free shipping on orders over $100. Same day shipping.,,US,Health & Wellness,Retail-Miscellaneous Retail,RetailTrade,$1M-$10M,,,572,7590,22081,45112
766,tateandyoko.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 104,028","104,028",134903,com,Tate + Yoko,"Shop the largest selection of raw denim brands: Naked & Famous Denim, The Flat Head, Momotaro, ONI, Burgus Plus, and more! Worldwide shipping & free hemming.",,CA,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,,,,447,10995,12156,21303
767,tkees.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 104,037","104,037",98979,com,TKEES,Shop TKEES official website. Your destination for simple and elegant footwear and apparel,,CA,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$1M-$10M,,,528,3476,3324,7269
768,wigs.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 104,059","104,059",156977,com,Wigs.Com,"Shop the latest name brand wigs - human hair, lace front and synthetic wigs. Benefit from exclusive videos, customer wig reviews + guidance from The Wig Experts.",,US,Consumer Discretionary,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$1M-$10M,,,1847,111783,53929,116441
769,shopblends.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 104,085","104,085",412832,com,Intelligent Blends,Factory Direct Single-Serve Pods â€“ Offering fresh gourmet coffee & tea at cheap prices. Recyclable Single-Serve Pods. FREE SHIPPING!,,US,Consumer Staples,Retail-Eating & Drinking Places,Accommodation and Food Services,$1M-$10M,,,230,3101,1959,3991
770,lova.ro,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 104,199","104,199",,ro,,,,,,,,,,,2,20,107,96
771,kookai.com.au,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 104,576","104,576",207886,com.au,KOOKAI Australia,"Official Kookai Australia/New Zealand page. The KOOKAÃ woman is strong, feminine, alluring and carries the essence of Parisian chic. Through a range inspired by the female form, KOOKAÃâ€™s basics and fashion pieces provide women with individuality and th...",,AU,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,,,,1366,23107,49178,144858
772,manningcartell.com.au,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 104,577","104,577",366826,com.au,Manning Cartell,"Manning Cartell is an ethical Australian boutique fashion brand, known for sophisticated fashion dresses, evening wear, skirts and tops.",,AU,Consumer Goods,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,,,,483,6408,3577,3805
773,oliveandpiper.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 104,776","104,776",361264,com,olive + piper,"Shop Online for stylish Fashion Jewelry â€“ Necklaces, Earrings, Bracelets, and Wedding Jewelry | FREE Shipping with Min Order | Olive + Piper Vancouver.",,CA,Consumer Discretionary,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,,,,675,11249,4433,6144
774,organicbabyshop.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 104,779","104,779",395356,com,Shopify,"Organic Baby Formula, Cereals and Snacks. Fast and Free Shipping",,,Internet Software & Services,Retail-Miscellaneous Retail,RetailTrade,,,,55,212,1022,706
775,ringconcierge.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 104,784","104,784",252975,com,Ring Concierge,"Custom engagement rings and fine jewelry curated for women, by women.",,,Consumer Discretionary,Retail-Miscellaneous Retail,RetailTrade,$0-$1M,,,164,1276,14566,12385
776,sentaifilmworks.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 104,788","104,788",454824,com,Sentai Filmworks,"Sentai Filmworks, LLC is an American anime licensing company located in Houston, Texas.",,US,"Hotels, Restaurants & Leisure",Services-Amusement & Recreation Services,"Arts, Entertainment, and Recreation",$10M-$50M,,,1050,50867,48394,52065
777,urotuning.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 104,801","104,801",160890,com,UroTuning,"Shop OEM & aftermarket performance parts for VW, Audi, BMW, MINI, Porsche cars including exhausts, wheels, intakes, belts, brakes, spark plugs and much more.",,US,Automotive,Retail-Auto Dealers & Gasoline Stations,RetailTrade,$1M-$10M,,,708,561048,42673,29252
778,suprafootwear.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 104,819","104,819",248617,com,Supra Footwear,"Shop Suprafootwear.com for the latest skate shoes, trainers & apparel by SUPRA. Also, stay up to date on skate team riders, learn about special events in your city, get exclusive access to the latest Skytop & Vaiders and much more.",,US,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$1M-$10M,,,2954,376527,40063,75326
779,beawara.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 104,830","104,830",174138,com,Be Awara,"Beawara.com brings you trendy T-Shirts for Men, Women & Kids, Designer Coffee Mugs, coasters, mouse pads, mobile covers, passport covers and more online. Visit today and unveil the funkiness in you.",,,Consumer Discretionary,Retail-Miscellaneous Retail,RetailTrade,$1M-$10M,,,253,34190,7656,10566
780,asrv.co,23.227.38.64,"Shopify, Inc",Canada,Ottawa,"# 104,860","104,860",48224,co,,Sportswear and training apparel designed using proprietary performance fabrics.,,US,,"Search, Detection, Navigation, Guidance, Aeronautical Sys",Manufacturing,,,,200,1574,3583,17354
781,youfoodz.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 104,914","104,914",132467,com,Youfoodz,"Youfoodz is Australia's Fresh Meal Company. Healthy eating just became easy with our fresh, delicious chef made meals delivered to you FREE! Just $9.95 each.",,AU,Consumer Staples,Food and Kindred Products,Manufacturing,,,,437,13484,14728,98649
782,vrsdesign.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 104,971","104,971",136075,com,VRS Design,"Find premium protective cases and covers for your lifestyle from VRS Design, formerly Verus. Browse iPhone, Samsung, iPad, Android cases and accessories.",,US,Consumer Discretionary,Engines & Turbines,Manufacturing,$1M-$10M,,,541,44693,8663,7186
783,caseisee.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 105,024","105,024",1341182,com,,,,,,,,,,,1,1,26,1
784,heydayskincare.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 105,178","105,178",138963,com,,"A one-stop skincare shop where knowledgeable experts, customized facials, and powerful products come together to help you put your best face forward.",,,,,,,,,798,2963,12279,8728
785,vxdas.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 105,270","105,270",783883,com,VXDAS,"VXDAS is Professional OBD tool supplier, providing all kinds Car diagnosis Tool, Key programmer, ECU remapping tool, mileage programmer with best quality and service. VXDAS offer 1 year warranty, technical support for all car diagnostic tool, key progr...",,CN,Automotive,Retail-Auto Dealers & Gasoline Stations,RetailTrade,$1M-$10M,,,140,489501,3743,10124
786,himalayawellness.in,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 105,530","105,530",82514,in,,"Himalaya is trusted for head to heel range of herbal products. Shop our products online, see product prices & details on himalayawellness.in We deliver across India.",,IN,,,,,,,787,35700,9646,27607
787,crazydeals.com.br,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 105,585","105,585",162150,com.br,,"A Crazy Deals Ã© uma loja online de itens inovadores para sua famÃ­lia e sua casa. AcessÃ³rios para carros, brinquedos infantis, decoraÃ§Ã£o para a casa, itens para cozinha e confeitaria - tudo projetado com a mais recente tecnologia para uma vida prÃ¡tica. ...",,BR,,,,,,,80,269,3906,6154
788,lifeawesome.net,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 105,905","105,905",2549115,net,Life Awesome,"Life Awesome is the number one destination for amazing, original videos and compilations of ordinary people doing extraordinary things.",,,,Radiotelephone Communications,Information,,,,487,51630,391,146
789,fuegobox.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 105,976","105,976",152893,com,Fuego Box,"Join the world's # 1 hot sauce of the month club, focused on craft & small-batch hot sauces. Get the tastiest hot sauces delivered to your door every month or send it as a gift to any hot sauce lovers.",,US,Consumer Staples,Chemicals & Allied Products,Manufacturing,$1M-$10M,,,574,13801,3337,9556
790,supervapestore.com.au,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 105,997","105,997",408171,com.au,SuperVapeStore,"Buy the best e-liquids, vape juice, concentrates, vaping kits & e-cig accessories online at Super Vape Store, Australia. Only HACCP certified ingredients used in our GoVape E-Juices. Place your E-Cigarette products order today.",,AU,Consumer Staples,Retail-Miscellaneous Retail,RetailTrade,$1M-$10M,,,313,69610,10173,17288
791,sourcebmx.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 106,051","106,051",108250,com,SourceBMX,"Huge stocks of BMX Bikes, BMX Parts and Accessories. Get rapid delivery with the lowest price guaranteed and Free Gifts!",,GB,Consumer Goods,Retail-Miscellaneous Retail,RetailTrade,,,,600,72980,45584,75689
792,livingvega.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 106,135","106,135",5664884,com,LivingVega,"Living Vega â€“ Ð±Ð»Ð¾Ð³ Ð¸ Ð¼Ð°Ð³Ð°Ð·Ð¸Ð½, Ð¿Ð¾ÑÐ²ÑÑ‰ÐµÐ½Ð½Ñ‹Ð¹ Ð·Ð´Ð¾Ñ€Ð¾Ð²Ð¾Ð¼Ñƒ Ð¾Ð±Ñ€Ð°Ð·Ñƒ Ð¶Ð¸Ð·Ð½Ð¸, ÑÐºÐ¾Ð»Ð¾Ð³Ð¸Ñ‡ÐµÑÐºÐ¸ Ñ‡Ð¸ÑÑ‚Ñ‹Ð¼ Ð¿Ñ€Ð¾Ð´ÑƒÐºÑ‚Ð°Ð¼. Ð’ÐµÐ³Ð° â€“ Ð¾Ð´Ð½Ð° Ð¸Ð· ÑÐ°Ð¼Ñ‹Ñ… ÑÑ€ÐºÐ¸Ñ… Ð·Ð²ÐµÐ·Ð´ Ð½Ð° Ð½ÐµÐ±ÐµÑÐ½Ð¾Ð¼ ÑÐ²Ð¾Ð´Ðµ, Ð¿ÑÑ‚Ð°Ñ Ð¿Ð¾ ÑÑ€ÐºÐ¾ÑÑ‚Ð¸ Ð½Ð¾Ñ‡Ð½Ð¾Ð³Ð¾ Ð½ÐµÐ±Ð° Ð² Ð¡ÐµÐ²ÐµÑ€Ð½Ð¾Ð¼ Ð¿Ð¾Ð»ÑƒÑˆÐ°Ñ€Ð¸Ð¸. Ð–Ð¸Ñ‚ÑŒ Ð·Ð° Ð·Ð²ÐµÐ·Ð´Ð¾Ð¹. Ð’ÐµÐ³Ð° â€“ ÑÑ‚Ð¾ Ð¶Ð¸Ñ‚ÑŒ Ð¾ÑÐ¼Ñ‹ÑÐ»ÐµÐ½Ð½Ð¾, Ð·Ð°Ð´...",,RU,,,,,,,37,363,556,211
793,hotsaleve.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 106,243","106,243",1300112,com,,,,,,,,,,,0,0,403,6
794,katinusa.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 106,274","106,274",247500,com,Katin,"California's original surf clothing company and lifestyle brand dedicated to quality, durability and good looks since 1954. Free shipping.",,US,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$1M-$10M,,,306,3909,4361,9463
795,glassbottleoutlet.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 106,331","106,331",167101,com,Glass Bottle Outlet,"From bottles and jars to cardboard boxes, Glass Bottle Outlet supplies so much more than just glass bottles! Visit to find all of your container supplies.",,US,,Retail-Miscellaneous Retail,RetailTrade,,,,145,1408,7057,2569
796,mensuas.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 106,360","106,360",154589,com,Mensuas,"Mensuas is one of the leading menâ€™s underwear and swimwear online stores providing high quality customer service and fast shipping. We have a wide range of branded menâ€™s bikinis, briefs, boxers, men's thongs, trunks and men's G-strings. This is the bes...",,US,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,,,,609,129378,12198,35445
797,sparkleinpink.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 106,393","106,393",162115,com,Sparkle In Pink,"Wholesale childrens clothing, girls clothing, boys clothing, little girls clothing, little girls, boutique clothing, headbands, girls headbands, headbands for g",,US,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,,,,252,5745,16583,21984
798,oeyes.com,23.227.38.64,"Shopify, Inc",Canada,Ottawa,"# 106,409","106,409",401938,com,OEYES_OFFICIAL,"Buy Women & Men Fashion Clothes! New Arrival Buy 2 Get Extra 10% Off! Shop Now! OEYES - Find Your Fashionable and Affordable Clothing Online. Over $59, Free Shipping. Safe Payment & Privacy.",,US,,,,,,,60,1178,915,75
799,kswiss.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 106,461","106,461",168463,com,K-Swiss,"K-Swiss, Inc. is an American athletic shoe brand based in Westlake Village, California and currently owned by South Korean firm E-Land World Limited and its creator Kevin Randall.",,US,Sporting Goods,,Manufacturing,,,,2899,2161132,62030,52910
800,foco.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 106,488","106,488",64948,com,FOCO,FOCO is an international fan brand bringing your Officially Licensed fan gear for your favorite teams. Visit FOCO.com and become a member of the FOCO Squad.,,US,Internet,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$10M-$50M,,,454,4607,66088,15143
801,heycarson.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 106,551","106,551",100791,com,,Carson is one of the highest rated Shopify experts based in Canada for small theme customizations. Browse through our catalog here.,,US,,,,,,,272,1619,3045,905
802,bhcosmetics.de,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 106,640","106,640",2124250,de,BHCosmeticsGermany,"Bestelle im Make-up Online Shop von bh cosmetics hochwertiges Make-up fÃ¼r Augen, Lippen und Gesicht zum kleinen Preis sowie SchminkzubehÃ¶r. Tierversuchsfrei.",,DE,Consumer Discretionary,Chemicals & Allied Products,Manufacturing,,,,386,6609,4903,3881
803,novanym.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 106,956","106,956",55310,com,Novanym,"Naming your business is easy with Novanym. We create the worldâ€™s best brandable domains - professional company names, ready to buy with a perfect .com domain and a choice of logo designs.",,GB,Internet Software & Services,Radiotelephone Communications,Information,$0-$1M,,,1080,49677,21922,94959
804,kase.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 107,051","107,051",1339232,com,My-Kase.com,Love using your phone without a case but afraid itâ€™ll get scratched? Our Go Original Â Slim Case allows you to enjoy the original design and ergonomics of your phone while keeping it safe from daily wear and tear. Made specially for case-haters!,,,Internet Software & Services,Electronic & Other Electrical Equipment (No Computer Equip),Manufacturing,,,,612,5480,939,258
805,alphaindustries.com,23.227.38.65,"Shopify, Inc",Canada,Ottawa,"# 107,191","107,191",92331,com,Alpha Industries,"Alpha Industries is an American clothing manufacturer founded in 1959 in Knoxville, Tennessee and specialized in American military style and fashion apparel.",,US,"Apparel, Accessories & Luxury Goods",,Manufacturing,$10M-$50M,,,1945,304667,43507,104421
806,sexyrealsexdolls.com,23.227.38.64,"Shopify, Inc",Canada,Ottawa,"# 107,208","107,208",162176,com,Sexy Real Sex Dolls,"Best Quality and Reviews! Build and Customize your Lifelike Sex Doll Robot. SAFE, FREE and DISCREET Shipping. High-quality sexy love doll for sale. Based in USA and 24/7 Live Support",,US,,Services-Advertising,"Professional, Scientific, and Technical Services",,,,489,1478608,24011,120556
807,sharkrobot.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 107,250","107,250",142617,com,Shark Robot,Our great t-shirts are guaranteed to make you awesome and tough! (Can't actually guarantee that),,US,Consumer Staples,Retail-Miscellaneous Retail,RetailTrade,,,,1279,940607,22283,81369
808,zapaka.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 107,495","107,495",1203939,com,Zapaka,"Shop Now for FREE SHIPPING in USA! Step into the Perfect vintage inspired Dress, top, Accessories or Skirt with Cute, Retro fashions womens clothing from ZAPAKA.",,,,,,,,,355,24059,1959,82
809,writeonblackboard.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 107,665","107,665",495563,com,Boogie Board,The ultimate writing tool. Simply write and erase.,,US,Internet,"Services-Engineering, Accounting, Research, Management",Manufacturing,$10M-$50M,,,71,131,197,233
810,dl1961.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 107,945","107,945",222310,com,DL1961 Premium Denim,"A collection of premium denim for women, men and kids. Designed in and inspired by NYC, specializing in high-performance fabrics.",,US,Consumer Staples,Leather & Leather Products,Manufacturing,$10M-$50M,,,1458,54707,4651,7382
811,creativekids.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 108,087","108,087",234535,com,Kiddy Dough,"Creative Kids is your source for kids' arts and crafts toys. From craft sets to building blocks, our kidsâ€™ artistic toys keep children entertained for hours.",,,"Apparel, Accessories & Luxury Goods",Retail-Miscellaneous Retail,RetailTrade,$10M-$50M,,,103,652,2093,1065
812,directnail.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 108,092","108,092",133044,com,,"DirectNail is your one stop shop for everything Nails! Gel Polish, Nail Polish, Dipping Powder, Scrubs, Soaks, Masks, Creams, Nail Clippers, Cuticle Nippers, Acrylics, plus tons more!",,US,Distributors,Retail-Miscellaneous Retail,RetailTrade,,,,59,142,2687,503
813,hellonoemie.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 108,115","108,115",144484,com,,Finest quality Jewelry guaranteed at the fairest pricing. Without traditional markups. Lifetime warranty. Complimentary overnight shipping and returns.,,US,Consumer Discretionary,Retail-Miscellaneous Retail,RetailTrade,,,,198,27223,4827,3493
814,heysilkyskin.com,23.227.38.64,"Shopify, Inc",Canada,Ottawa,"# 108,118","108,118",43130,com,,"Less hair from day 1, with a 100% money-back guarantee. Our Handset uses clinically tested technology which allows you to quickly remove unwanted body hair like never before. All from the comfort of your home, in a fraction of the time and cost of in-c...",,,,,,,,,29,127,536,1071
815,junkbrands.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 108,130","108,130",223763,com,JUNK Brands,"JUNK Brands, makers of the #1 high performance athletic headband for both men and women. Feels comfortable, fits securely, and keeps you cool during any sport!",,US,Internet Software & Services,Leather & Leather Products,Manufacturing,$1M-$10M,,,289,3066,19306,25637
816,venroy.com.au,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 108,192","108,192",400967,com.au,VENROY,Mens and Womens - Boardshorts - Swimwear - Linen - Australia | Venroy.,,AU,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,,,,242,2475,2589,2253
817,tribe-trendy.com,23.227.38.65,"Shopify, Inc",Canada,Ottawa,"# 108,210","108,210",,com,,,,,,,,,,,4,4,26,0
818,afloral.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 108,227","108,227",119241,com,Afloral.com,"Shop the best in artificial flowers and plants, from faux flowers to dried flowers and vases. For premium silk flowers and wedding bouquets that last a lifetime, visit Afloral.com.",,US,Retailing,Retail-Miscellaneous Retail,RetailTrade,$1M-$10M,,,2794,41987,71095,94964
819,shepherdsheart.life,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 108,256","108,256",618936,life,,"At Shepherds Heart Heavenly Beauty and Health Products our clientele always comes first. Whether youâ€™re looking for a quick fix or a more comprehensive approach to health and beauty, our teamâ€™s priority is focused on exceeding expectations in order to ...",,US,,,,,,,147,3584,220,8
820,drakegeneralstore.ca,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 108,361","108,361",528984,ca,Drake General Store,"Drake General Store is a traditional hotel gift shop, a classic general store, a flea market stand, and a museum shop all rolled into one. Founded in 2008 as the official gift shop for The Drake Hotel in Toronto.",,CA,Consumer Goods,Retail-Miscellaneous Retail,RetailTrade,,,,809,10612,13553,7490
821,giftdelta.us,23.227.38.65,"Shopify, Inc",Canada,Ottawa,"# 108,392","108,392",,us,,,,,,,,,,,7,11,1,0
822,bodywellspring.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 108,540","108,540",429706,com,,,,US,,,,,,,1,1,39,19
823,corkcicle.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 108,682","108,682",139731,com,CORKCICLE,CORKCICLE- We make things that cool. We make cool things.,,US,Consumer Discretionary,Food and Kindred Products,Manufacturing,$1M-$10M,,,2291,95280,12072,39833
824,mypatriotsupply.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 108,784","108,784",155964,com,My Patriot Supply,"Experts in emergency preparedness with Guaranteed 2-Day Delivery. Food storage, survival supplies, water filtration units, medical kits, and heirloom seed products.",,US,Consumer Discretionary,Wholesale-Paper & Paper Products,WholesaleTrade in United States,$1M-$10M,,,2700,917202,22368,35743
825,angelusdirect.com,23.227.38.65,"Shopify, Inc",Canada,Ottawa,"# 108,867","108,867",193662,com,AngelusDirect.com,"Angelus Direct is the top resource for Angelus paint, shoe cleaner, shoe care products, and sneaker accessories, all made in the United States.",,US,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$1M-$10M,,,754,171580,43430,57886
826,shoplostfound.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 109,061","109,061",121196,com,Lost & Found,"Men's Clothing store and coffee shop, Lost and Found Toronto Canada. Our menswear brands are built on quality, craftsmanship and the classics.",,CA,Consumer Goods,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,,,,434,47660,4274,6166
827,evolvemedia.agency,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 109,064","109,064",384043,agency,Evolve Media Agency,Connect with your audience on Facebook Messenger using ManyChat Messenger Chatbot templates. Evolve Media offers ManyChat Messenger bot templates to help you automate the way you create and continue conversations with your prospects so you can nurture ...,,,Advertising,Services-Advertising,"Professional, Scientific, and Technical Services",$0-$1M,,,29,160,983,373
828,vilros.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 109,169","109,169",321559,com,Vilros,"Vilros offers Raspberry Pi Kits, Raspberry Pi accessories and Retro Pie Retro Gaming Kits and accessories for those hard core old school gamers! Top notch USA based customer service and support. Free shipping on most items! SHOP NOW!",,US,Consumer Discretionary,Retail-Miscellaneous Retail,RetailTrade,$0-$1M,,,216,11477,12104,3374
829,coolritzy.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 109,270","109,270",694785,com,,,,,,,,,,,1,1,71,1
830,tigerfitness.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 109,349","109,349",107193,com,Tiger Fitness,"Tiger Fitness has the best supplements and vitamins to help you meet your fitness goals! Lowest prices, fast shipping, and personalized customer service.",,US,Health & Wellness,,RetailTrade,$1M-$10M,,,1348,30510,59959,61091
831,avocet-hardware.co.uk,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 109,359","109,359",2256585,co.uk,Avocet Hardware,"The UK's leading distributor of ABS 3 star diamond rated locks, window and door hardware and home security products. Police, Master Locksmith & Insurance approved security products for both the home and business premises. Industry beating service from ...",,GB,,Wholesale-Durable Goods,WholesaleTrade in United States,,,,197,7251,2417,3330
832,fazeclan.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 109,435","109,435",116219,com,FaZe Clan,FaZe Clan is an American esports and entertainment organization that competes in various video game tournaments.,,US,Publishing,Newspapers: Publishing or Publishing & Printing,Manufacturing,,,,666,8505,23030,68438
833,johnnycupcakes.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 109,437","109,437",245160,com,Johnny Cupcakes,"Johnny Cupcakes, Inc. is a clothing brand founded in 2001 by Johnny Earle.",,US,"Apparel, Accessories & Luxury Goods",,RetailTrade,$1M-$10M,,,2998,142535,12236,12022
834,lemsshoes.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 109,445","109,445",119098,com,Lems Shoes,"Lems Shoes believes less is more, which is why our barefoot minimalist shoes and boots boast no gimmicks, no unnecessary material, and zero drop. From lightweight hiking boots to healthy zero-drop dress shoes and boat shoes. Shop Lems Shoes for a healt...",,US,Consumer Staples,,RetailTrade,$1M-$10M,,,780,16298,12376,20822
835,fleshlight.eu,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 109,559","109,559",177198,eu,Fleshlight,FleshlightÂ® Official Store. FleshlightÂ® is the #1 Male Sex Toy in the World.,,US,,Retail-Miscellaneous Retail,RetailTrade,,,,346,10157,4210,16286
836,allynature.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 109,781","109,781",839114,com,,"Prenatal Choline, vegan choline supplements for pregnancy, prenatal DHA, lutein for pregnancy, DHA for pregnancy, Choline Bitartrate Supplement, Choline and Folate",,,,,,,,,38,125,51,0
837,dutildenim.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 109,821","109,821",456966,com,dutil. Denim Shop,"Voted one of the best jeans stores in Canada, Dutil is proud to offer a selection of jeans and denim clothing from the world's greatest denim brands. Founded in 2006, Dutil has since become a go-to denim destination online and in Vancouver, Toronto and...",,CA,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$1M-$10M,,,274,3207,3390,4503
838,infinitestylebyanntaylor.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 109,849","109,849",162607,com,,A new and exciting way to experience the best of Ann Taylor. Rent from hundreds of styles for one flat monthly fee. Free shipping & exchanges.,,US,Consumer Staples,Services-Advertising,"Professional, Scientific, and Technical Services",,,,215,5334,4055,1995
